ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-07-09,4713.246750083625,3100.418049340028,5261.369689517266,4713.246750083625,4713.246750083625,-534.8233216273999,-534.8233216273999,-534.8233216273999,-219.6473384685075,-219.6473384685075,-219.6473384685075,-315.1759831588923,-315.1759831588923,-315.1759831588923,0.0,0.0,0.0,4178.423428456224
2014-07-10,4713.147789207584,2960.355351872862,5207.188926438647,4713.147789207584,4713.147789207584,-600.9464660171056,-600.9464660171056,-600.9464660171056,-309.0893061483042,-309.0893061483042,-309.0893061483042,-291.85715986880143,-291.85715986880143,-291.85715986880143,0.0,0.0,0.0,4112.201323190478
2014-07-11,4713.048828331542,3388.0792637445247,5467.172247586282,4713.048828331542,4713.048828331542,-321.8493635144837,-321.8493635144837,-321.8493635144837,-54.528555136054266,-54.528555136054266,-54.528555136054266,-267.32080837842943,-267.32080837842943,-267.32080837842943,0.0,0.0,0.0,4391.1994648170585
2014-07-12,4712.9498674555,3556.3790027453606,5688.03875921251,4712.9498674555,4712.9498674555,-91.46185060234721,-91.46185060234721,-91.46185060234721,150.70369944164736,150.70369944164736,150.70369944164736,-242.16555004399459,-242.16555004399459,-242.16555004399459,0.0,0.0,0.0,4621.488016853153
2014-07-14,4712.751945703417,3861.032794345665,6010.157758219102,4712.751945703417,4712.751945703417,195.43125791611058,195.43125791611058,195.43125791611058,387.9292705718345,387.9292705718345,387.9292705718345,-192.49801265572384,-192.49801265572384,-192.49801265572384,0.0,0.0,0.0,4908.183203619527
2014-07-15,4712.652984827375,3321.5556643551445,5600.850043128271,4712.652984827375,4712.652984827375,-271.9089477413574,-271.9089477413574,-271.9089477413574,-102.66917574132007,-102.66917574132007,-102.66917574132007,-169.23977200003733,-169.23977200003733,-169.23977200003733,0.0,0.0,0.0,4440.744037086018
2014-07-16,4712.554023951333,3309.251514898538,5455.863107740692,4712.554023951333,4712.554023951333,-367.4852933491077,-367.4852933491077,-367.4852933491077,-219.6473384687465,-219.6473384687465,-219.6473384687465,-147.83795488036122,-147.83795488036122,-147.83795488036122,0.0,0.0,0.0,4345.0687306022255
2014-07-17,4712.455063075292,3154.514019903242,5361.138676657088,4712.455063075292,4712.455063075292,-437.9399593439627,-437.9399593439627,-437.9399593439627,-309.0893061476311,-309.0893061476311,-309.0893061476311,-128.8506531963316,-128.8506531963316,-128.8506531963316,0.0,0.0,0.0,4274.515103731329
2014-07-18,4712.35610219925,3584.726845471896,5667.467579057388,4712.35610219925,4712.35610219925,-167.3093209616079,-167.3093209616079,-167.3093209616079,-54.52855513729715,-54.52855513729715,-54.52855513729715,-112.78076582431075,-112.78076582431075,-112.78076582431075,0.0,0.0,0.0,4545.046781237642
2014-07-19,4712.257141323208,3693.2866365425157,5798.152554087634,4712.257141323208,4712.257141323208,50.64116992741257,50.64116992741257,50.64116992741257,150.70369944118931,150.70369944118931,150.70369944118931,-100.06252951377672,-100.06252951377672,-100.06252951377672,0.0,0.0,0.0,4762.89831125062
2014-07-21,4712.059219571124,3970.7900883574725,6106.879379047545,4712.059219571124,4712.059219571124,301.9226583006577,301.9226583006577,301.9226583006577,387.9292705716446,387.9292705716446,387.9292705716446,-86.00661227098693,-86.00661227098693,-86.00661227098693,0.0,0.0,0.0,5013.981877871782
2014-07-22,4711.960258695083,3539.0866054678145,5608.576707789525,4711.960258695083,4711.960258695083,-187.76891151721537,-187.76891151721537,-187.76891151721537,-102.66917574177042,-102.66917574177042,-102.66917574177042,-85.09973577544494,-85.09973577544494,-85.09973577544494,0.0,0.0,0.0,4524.191347177868
2014-07-23,4711.861297819041,3380.688430643314,5565.034374307373,4711.861297819041,4711.861297819041,-308.04172358829896,-308.04172358829896,-308.04172358829896,-219.64733846834608,-219.64733846834608,-219.64733846834608,-88.39438511995287,-88.39438511995287,-88.39438511995287,0.0,0.0,0.0,4403.819574230743
2014-07-24,4711.762336942999,3225.532427686787,5360.220203888827,4711.762336942999,4711.762336942999,-404.9415913324982,-404.9415913324982,-404.9415913324982,-309.0893061480693,-309.0893061480693,-309.0893061480693,-95.85228518442896,-95.85228518442896,-95.85228518442896,0.0,0.0,0.0,4306.820745610501
2014-07-25,4711.663376066958,3529.237699985245,5621.555373433862,4711.663376066958,4711.663376066958,-161.86127814322347,-161.86127814322347,-161.86127814322347,-54.528555136529654,-54.528555136529654,-54.528555136529654,-107.33272300669383,-107.33272300669383,-107.33272300669383,0.0,0.0,0.0,4549.802097923734
2014-07-26,4711.5644151909155,3678.8519113839884,5808.035491676358,4711.5644151909155,4711.5644151909155,28.107316120083595,28.107316120083595,28.107316120083595,150.703699441445,150.703699441445,150.703699441445,-122.5963833213614,-122.5963833213614,-122.5963833213614,0.0,0.0,0.0,4739.671731310999
2014-07-28,4711.366493574615,3925.1391988569258,6056.840040487736,4711.366493574615,4711.366493574615,224.8643169275896,224.8643169275896,224.8643169275896,387.9292705719598,387.9292705719598,387.9292705719598,-163.0649536443702,-163.0649536443702,-163.0649536443702,0.0,0.0,0.0,4936.230810502204
2014-07-29,4711.267532766465,3346.793840776531,5414.255367565294,4711.267532766465,4711.267532766465,-290.0388375454671,-290.0388375454671,-290.0388375454671,-102.66917574100884,-102.66917574100884,-102.66917574100884,-187.36966180445827,-187.36966180445827,-187.36966180445827,0.0,0.0,0.0,4421.228695220998
2014-07-30,4711.168571958314,3215.44519290607,5345.7747844375435,4711.168571958314,4711.168571958314,-433.3293003879523,-433.3293003879523,-433.3293003879523,-219.64733846858508,-219.64733846858508,-219.64733846858508,-213.6819619193672,-213.6819619193672,-213.6819619193672,0.0,0.0,0.0,4277.839271570361
2014-07-31,4711.069611150163,3092.66515551387,5180.992044917116,4711.069611150163,4711.069611150163,-550.5039092042192,-550.5039092042192,-550.5039092042192,-309.0893061477568,-309.0893061477568,-309.0893061477568,-241.4146030564624,-241.4146030564624,-241.4146030564624,0.0,0.0,0.0,4160.565701945944
2014-08-01,4710.970650342013,3317.8694657409605,5500.39591797101,4710.970650342013,4710.970650342013,-324.48189017339433,-324.48189017339433,-324.48189017339433,-54.528555135762105,-54.528555135762105,-54.528555135762105,-269.9533350376322,-269.9533350376322,-269.9533350376322,0.0,0.0,0.0,4386.488760168619
2014-08-02,4710.871689533862,3500.299093803063,5617.330724172834,4710.871689533862,4710.871689533862,-147.97013756966788,-147.97013756966788,-147.97013756966788,150.70369944098692,150.70369944098692,150.70369944098692,-298.67383701065484,-298.67383701065484,-298.67383701065484,0.0,0.0,0.0,4562.901551964194
2014-08-04,4710.673767917561,3657.237787647449,5818.943971361363,4710.673767917561,4710.673767917561,33.71384598506707,33.71384598506707,33.71384598506707,387.92927057177,387.92927057177,387.92927057177,-354.21542458670297,-354.21542458670297,-354.21542458670297,0.0,0.0,0.0,4744.387613902628
2014-08-05,4710.574807109411,3087.6082408665075,5253.13439976166,4710.574807109411,4710.574807109411,-482.55977646333605,-482.55977646333605,-482.55977646333605,-102.66917574145921,-102.66917574145921,-102.66917574145921,-379.89060072187687,-379.89060072187687,-379.89060072187687,0.0,0.0,0.0,4228.0150306460755
2014-08-06,4710.47584630126,2985.0487150225654,5285.069437934831,4710.47584630126,4710.47584630126,-623.134390307102,-623.134390307102,-623.134390307102,-219.64733846882405,-219.64733846882405,-219.64733846882405,-403.48705183827803,-403.48705183827803,-403.48705183827803,0.0,0.0,0.0,4087.3414559941584
2014-08-07,4710.3768854931095,2891.258549374713,5132.244556171647,4710.3768854931095,4710.3768854931095,-733.6655672824406,-733.6655672824406,-733.6655672824406,-309.08930614819496,-309.08930614819496,-309.08930614819496,-424.5762611342457,-424.5762611342457,-424.5762611342457,0.0,0.0,0.0,3976.7113182106687
2014-08-08,4710.2779246849595,3128.6895064775936,5269.426758609914,4710.2779246849595,4710.2779246849595,-497.3385944307227,-497.3385944307227,-497.3385944307227,-54.52855513700501,-54.52855513700501,-54.52855513700501,-442.81003929371775,-442.81003929371775,-442.81003929371775,0.0,0.0,0.0,4212.939330254237
2014-08-09,4710.178963876809,3327.5796643950016,5426.558439242429,4710.178963876809,4710.178963876809,-307.22595102348816,-307.22595102348816,-307.22595102348816,150.70369944215673,150.70369944215673,150.70369944215673,-457.9296504656449,-457.9296504656449,-457.9296504656449,0.0,0.0,0.0,4402.953012853321
2014-08-11,4709.981042260508,3513.0500733918175,5702.671803299825,4709.981042260508,4709.981042260508,-90.34577139577223,-90.34577139577223,-90.34577139577223,387.9292705717196,387.9292705717196,387.9292705717196,-478.27504196749186,-478.27504196749186,-478.27504196749186,0.0,0.0,0.0,4619.6352708647355
2014-08-12,4709.882081452358,3048.773736117905,5244.0411665222355,4709.882081452358,4709.882081452358,-586.1444136346603,-586.1444136346603,-586.1444136346603,-102.6691757419095,-102.6691757419095,-102.6691757419095,-483.4752378927508,-483.4752378927508,-483.4752378927508,0.0,0.0,0.0,4123.737667817698
2014-08-13,4709.783120644207,2967.0928652029042,5125.083535454337,4709.783120644207,4709.783120644207,-705.1561335180169,-705.1561335180169,-705.1561335180169,-219.6473384682035,-219.6473384682035,-219.6473384682035,-485.50879504981344,-485.50879504981344,-485.50879504981344,0.0,0.0,0.0,4004.62698712619
2014-08-14,4709.684159836056,2854.6265975657902,5023.09606528807,4709.684159836056,4709.684159836056,-793.6942873297654,-793.6942873297654,-793.6942873297654,-309.0893061482724,-309.0893061482724,-309.0893061482724,-484.6049811814932,-484.6049811814932,-484.6049811814932,0.0,0.0,0.0,3915.989872506291
2014-08-15,4709.585199027906,3063.487687647691,5307.749835193918,4709.585199027906,4709.585199027906,-535.607264715011,-535.607264715011,-535.607264715011,-54.52855513623751,-54.52855513623751,-54.52855513623751,-481.0787095787734,-481.0787095787734,-481.0787095787734,0.0,0.0,0.0,4173.977934312895
2014-08-16,4709.486238219755,3347.503201883283,5455.239602499705,4709.486238219755,4709.486238219755,-324.61656270111155,-324.61656270111155,-324.61656270111155,150.70369944169872,150.70369944169872,150.70369944169872,-475.32026214281024,-475.32026214281024,-475.32026214281024,0.0,0.0,0.0,4384.869675518644
2014-08-18,4709.288316603454,3545.3824777479067,5685.925518442089,4709.288316603454,4709.288316603454,-71.03861097577588,-71.03861097577588,-71.03861097577588,387.92927057152986,387.92927057152986,387.92927057152986,-458.96788154730575,-458.96788154730575,-458.96788154730575,0.0,0.0,0.0,4638.249705627679
2014-08-19,4709.1893557953035,3147.572263805241,5260.145863931067,4709.1893557953035,4709.1893557953035,-552.0789996250187,-552.0789996250187,-552.0789996250187,-102.66917574114794,-102.66917574114794,-102.66917574114794,-449.40982388387073,-449.40982388387073,-449.40982388387073,0.0,0.0,0.0,4157.110356170285
2014-08-20,4709.090394987154,2963.591372487434,5103.03841665018,4709.090394987154,4709.090394987154,-659.3060065646131,-659.3060065646131,-659.3060065646131,-219.64733846898235,-219.64733846898235,-219.64733846898235,-439.65866809563073,-439.65866809563073,-439.65866809563073,0.0,0.0,0.0,4049.7843884225404
2014-08-21,4708.991434179003,2959.5396260478847,5044.30923317404,4708.991434179003,4708.991434179003,-739.3522460904994,-739.3522460904994,-739.3522460904994,-309.0893061479599,-309.0893061479599,-309.0893061479599,-430.2629399425395,-430.2629399425395,-430.2629399425395,0.0,0.0,0.0,3969.639188088503
2014-08-22,4708.892473370852,3150.453356024086,5372.31805448271,4708.892473370852,4708.892473370852,-476.28084991553027,-476.28084991553027,-476.28084991553027,-54.528555136282606,-54.528555136282606,-54.528555136282606,-421.7522947792477,-421.7522947792477,-421.7522947792477,0.0,0.0,0.0,4232.611623455322
2014-08-23,4708.793512562702,3314.0709488552625,5480.399628029985,4708.793512562702,4708.793512562702,-263.9169984883505,-263.9169984883505,-263.9169984883505,150.70369944195443,150.70369944195443,150.70369944195443,-414.6206979303049,-414.6206979303049,-414.6206979303049,0.0,0.0,0.0,4444.876514074352
2014-08-25,4708.595590946402,3589.64040241413,5756.804892541872,4708.595590946402,4708.595590946402,-18.26944413640132,-18.26944413640132,-18.26944413640132,387.9292705717056,387.9292705717056,387.9292705717056,-406.1987147081069,-406.1987147081069,-406.1987147081069,0.0,0.0,0.0,4690.326146810001
2014-08-26,4708.496630163262,3103.2827137148547,5318.879326447253,4708.496630163262,4708.496630163262,-508.2525990528024,-508.2525990528024,-508.2525990528024,-102.66917574083081,-102.66917574083081,-102.66917574083081,-405.5834233119716,-405.5834233119716,-405.5834233119716,0.0,0.0,0.0,4200.24403111046
2014-08-27,4708.397669380122,3019.996625391669,5158.6197573436175,4708.397669380122,4708.397669380122,-627.3221999902945,-627.3221999902945,-627.3221999902945,-219.6473384686815,-219.6473384686815,-219.6473384686815,-407.67486152161297,-407.67486152161297,-407.67486152161297,0.0,0.0,0.0,4081.075469389828
2014-08-28,4708.298708596983,2924.7653921797696,5019.119601869236,4708.298708596983,4708.298708596983,-721.6766293044659,-721.6766293044659,-721.6766293044659,-309.0893061476475,-309.0893061476475,-309.0893061476475,-412.5873231568184,-412.5873231568184,-412.5873231568184,0.0,0.0,0.0,3986.622079292517
2014-08-29,4708.199747813843,3118.951621468949,5328.41575754124,4708.199747813843,4708.199747813843,-474.8631810165942,-474.8631810165942,-474.8631810165942,-54.52855513551512,-54.52855513551512,-54.52855513551512,-420.33462588107903,-420.33462588107903,-420.33462588107903,0.0,0.0,0.0,4233.336566797248
2014-08-30,4708.100787030704,3352.6850377579926,5520.41237152558,4708.100787030704,4708.100787030704,-280.12476047712545,-280.12476047712545,-280.12476047712545,150.70369944123968,150.70369944123968,150.70369944123968,-430.8284599183651,-430.8284599183651,-430.8284599183651,0.0,0.0,0.0,4427.976026553579
2014-09-01,4707.902865464424,3506.3530915517053,5682.52449423281,4707.902865464424,4707.902865464424,-71.2741531460013,-71.2741531460013,-71.2741531460013,387.9292705716552,387.9292705716552,387.9292705716552,-459.2034237176565,-459.2034237176565,-459.2034237176565,0.0,0.0,0.0,4636.628712318423
2014-09-02,4707.8039046812855,3168.816252382175,5215.497098577297,4707.8039046812855,4707.8039046812855,-579.0944151593646,-579.0944151593646,-579.0944151593646,-102.66917574083672,-102.66917574083672,-102.66917574083672,-476.42523941852795,-476.42523941852795,-476.42523941852795,0.0,0.0,0.0,4128.709489521921
2014-09-03,4707.704943898146,2889.477697780554,5043.706911042246,4707.704943898146,4707.704943898146,-714.7398799851098,-714.7398799851098,-714.7398799851098,-219.64733846892042,-219.64733846892042,-219.64733846892042,-495.09254151618944,-495.09254151618944,-495.09254151618944,0.0,0.0,0.0,3992.965063913036
2014-09-04,4707.605983115006,2778.1027118087263,4942.963412892148,4707.605983115006,4707.605983115006,-823.7759088352991,-823.7759088352991,-823.7759088352991,-309.0893061484755,-309.0893061484755,-309.0893061484755,-514.6866026868237,-514.6866026868237,-514.6866026868237,0.0,0.0,0.0,3883.830074279707
2014-09-05,4707.507022331867,3033.208812511648,5154.586034898508,4707.507022331867,4707.507022331867,-589.1659949468059,-589.1659949468059,-589.1659949468059,-54.528555137143194,-54.528555137143194,-54.528555137143194,-534.6374398096626,-534.6374398096626,-534.6374398096626,0.0,0.0,0.0,4118.341027385061
2014-09-06,4707.408061548727,3240.136175080684,5358.172228510665,4707.408061548727,4707.408061548727,-403.6365759885759,-403.6365759885759,-403.6365759885759,150.70369944078158,150.70369944078158,150.70369944078158,-554.3402754293575,-554.3402754293575,-554.3402754293575,0.0,0.0,0.0,4303.771485560152
2014-09-08,4707.210139982449,3503.49891009654,5536.329539316215,4707.210139982449,4707.210139982449,-202.58650463313307,-202.58650463313307,-202.58650463313307,387.929270571605,387.929270571605,387.929270571605,-590.515775204738,-590.515775204738,-590.515775204738,0.0,0.0,0.0,4504.623635349316
2014-09-09,4707.111179199309,2939.402922478755,5074.081792145837,4707.111179199309,4707.111179199309,-708.4364771911357,-708.4364771911357,-708.4364771911357,-102.66917574051958,-102.66917574051958,-102.66917574051958,-605.7673014506162,-605.7673014506162,-605.7673014506162,0.0,0.0,0.0,3998.674702008173
2014-09-10,4707.012218416169,2782.276471569111,4858.480134743588,4707.012218416169,4707.012218416169,-838.0127856616771,-838.0127856616771,-838.0127856616771,-219.6473384682999,-219.6473384682999,-219.6473384682999,-618.365447193377,-618.365447193377,-618.365447193377,0.0,0.0,0.0,3868.999432754492
2014-09-11,4706.913257633029,2661.1100629717885,4784.755444440616,4706.913257633029,4706.913257633029,-936.8927693733393,-936.8927693733393,-936.8927693733393,-309.0893061474125,-309.0893061474125,-309.0893061474125,-627.8034632259269,-627.8034632259269,-627.8034632259269,0.0,0.0,0.0,3770.02048825969
2014-09-12,4706.8142968498905,2905.162693446174,5106.214729347017,4706.8142968498905,4706.8142968498905,-688.1747659744044,-688.1747659744044,-688.1747659744044,-54.52855513718825,-54.52855513718825,-54.52855513718825,-633.6462108372162,-633.6462108372162,-633.6462108372162,0.0,0.0,0.0,4018.6395308754863
2014-09-13,4706.715336066751,3110.173828433673,5262.848523084088,4706.715336066751,4706.715336066751,-484.8405776401169,-484.8405776401169,-484.8405776401169,150.70369944175104,150.70369944175104,150.70369944175104,-635.5442770818679,-635.5442770818679,-635.5442770818679,0.0,0.0,0.0,4221.874758426634
2014-09-15,4706.517414500472,3385.622912093708,5553.758800238619,4706.517414500472,4706.517414500472,-238.67625963300512,-238.67625963300512,-238.67625963300512,387.92927057164115,387.92927057164115,387.92927057164115,-626.6055302046462,-626.6055302046462,-626.6055302046462,0.0,0.0,0.0,4467.841154867467
2014-09-16,4706.418453717332,2854.6220793400907,5046.576739484648,4706.418453717332,4706.418453717332,-718.2603402528304,-718.2603402528304,-718.2603402528304,-102.66917574074766,-102.66917574074766,-102.66917574074766,-615.5911645120826,-615.5911645120826,-615.5911645120826,0.0,0.0,0.0,3988.158113464502
2014-09-17,4706.319492934193,2752.2321746130187,4952.870039381359,4706.319492934193,4706.319492934193,-819.9335389297614,-819.9335389297614,-819.9335389297614,-219.64733846799905,-219.64733846799905,-219.64733846799905,-600.2862004617623,-600.2862004617623,-600.2862004617623,0.0,0.0,0.0,3886.3859540044314
2014-09-18,4706.220532151054,2725.349631519517,4985.180466763581,4706.220532151054,4706.220532151054,-889.9790439058963,-889.9790439058963,-889.9790439058963,-309.0893061478506,-309.0893061478506,-309.0893061478506,-580.8897377580456,-580.8897377580456,-580.8897377580456,0.0,0.0,0.0,3816.2414882451576
2014-09-19,4706.121571367914,3056.0450729585145,5148.839088252171,4706.121571367914,4706.121571367914,-612.2414315279591,-612.2414315279591,-612.2414315279591,-54.528555137233425,-54.528555137233425,-54.528555137233425,-557.7128763907256,-557.7128763907256,-557.7128763907256,0.0,0.0,0.0,4093.8801398399546
2014-09-20,4706.022610584774,3311.7179462485788,5516.9816832227325,4706.022610584774,4706.022610584774,-380.4681917785086,-380.4681917785086,-380.4681917785086,150.70369944103632,150.70369944103632,150.70369944103632,-531.1718912195448,-531.1718912195448,-531.1718912195448,0.0,0.0,0.0,4325.554418806266
2014-09-22,4705.8246890184955,3539.56985821108,5655.655543325912,4705.8246890184955,4705.8246890184955,-82.19703362926366,-82.19703362926366,-82.19703362926366,387.9292705719563,387.9292705719563,387.9292705719563,-470.12630420121997,-470.12630420121997,-470.12630420121997,0.0,0.0,0.0,4623.627655389232
2014-09-23,4705.725728235356,3045.4904765391843,5152.207793441946,4705.725728235356,4705.725728235356,-539.5464399582767,-539.5464399582767,-539.5464399582767,-102.66917574097583,-102.66917574097583,-102.66917574097583,-436.87726421730093,-436.87726421730093,-436.87726421730093,0.0,0.0,0.0,4166.179288277079
2014-09-24,4705.626767380603,3022.2377980947767,5136.2174495565405,4705.626767380603,4705.626767380603,-622.3900838898336,-622.3900838898336,-622.3900838898336,-219.64733846877795,-219.64733846877795,-219.64733846877795,-402.74274542105564,-402.74274542105564,-402.74274542105564,0.0,0.0,0.0,4083.23668349077
2014-09-25,4705.527806525852,2931.7027554982683,5103.732942430227,4705.527806525852,4705.527806525852,-677.5547886058797,-677.5547886058797,-677.5547886058797,-309.08930614753825,-309.08930614753825,-309.08930614753825,-368.4654824583415,-368.4654824583415,-368.4654824583415,0.0,0.0,0.0,4027.973017919972
2014-09-26,4705.428845671099,3276.0749569347563,5401.392996488838,4705.428845671099,4705.428845671099,-389.3280146924352,-389.3280146924352,-389.3280146924352,-54.52855513685104,-54.52855513685104,-54.52855513685104,-334.7994595555842,-334.7994595555842,-334.7994595555842,0.0,0.0,0.0,4316.100830978664
2014-09-27,4705.329884816347,3476.3916214684727,5602.661184641578,4705.329884816347,4705.329884816347,-151.78573915582956,-151.78573915582956,-151.78573915582956,150.703699441292,150.703699441292,150.703699441292,-302.4894385971216,-302.4894385971216,-302.4894385971216,0.0,0.0,0.0,4553.544145660517
2014-09-29,4705.131963106842,3776.275394933118,5910.9899271713375,4705.131963106842,4705.131963106842,143.18079610039985,143.18079610039985,143.18079610039985,387.92927057176655,387.92927057176655,387.92927057176655,-244.74847447136668,-244.74847447136668,-244.74847447136668,0.0,0.0,0.0,4848.3127592072415
2014-09-30,4705.03300225209,3322.927215289579,5489.97653169013,4705.03300225209,4705.03300225209,-323.2501056113468,-323.2501056113468,-323.2501056113468,-102.66917574120393,-102.66917574120393,-102.66917574120393,-220.5809298701428,-220.5809298701428,-220.5809298701428,0.0,0.0,0.0,4381.782896640743
2014-10-01,4704.934041397338,3174.8437705971764,5316.471020092013,4704.934041397338,4704.934041397338,-419.9080849940766,-419.9080849940766,-419.9080849940766,-219.64733846815736,-219.64733846815736,-219.64733846815736,-200.26074652591922,-200.26074652591922,-200.26074652591922,0.0,0.0,0.0,4285.025956403261
2014-10-02,4704.835080542585,3162.475231261464,5190.165284011713,4704.835080542585,4704.835080542585,-493.29057531773395,-493.29057531773395,-493.29057531773395,-309.0893061483662,-309.0893061483662,-309.0893061483662,-184.20126916936772,-184.20126916936772,-184.20126916936772,0.0,0.0,0.0,4211.5445052248515
2014-10-04,4704.637158833081,3574.864005952218,5725.858036141857,4704.637158833081,4704.637158833081,-15.247729827430172,-15.247729827430172,-15.247729827430172,150.7036994415477,150.7036994415477,150.7036994415477,-165.95142926897785,-165.95142926897785,-165.95142926897785,0.0,0.0,0.0,4689.389429005651
2014-10-06,4704.439237123576,3885.409050799235,6003.270341319369,4704.439237123576,4704.439237123576,221.1593179165443,221.1593179165443,221.1593179165443,387.92927057208163,387.92927057208163,387.92927057208163,-166.7699526555373,-166.7699526555373,-166.7699526555373,0.0,0.0,0.0,4925.59855504012
2014-10-07,4704.340276268825,3365.9252361281087,5465.669820977139,4704.340276268825,4704.340276268825,-276.73702400058573,-276.73702400058573,-276.73702400058573,-102.6691757408868,-102.6691757408868,-102.6691757408868,-174.06784825969893,-174.06784825969893,-174.06784825969893,0.0,0.0,0.0,4427.603252268239
2014-10-08,4704.241315414072,3225.99628358609,5476.97148416085,4704.241315414072,4704.241315414072,-405.21601156284254,-405.21601156284254,-405.21601156284254,-219.64733846839633,-219.64733846839633,-219.64733846839633,-185.56867309444618,-185.56867309444618,-185.56867309444618,0.0,0.0,0.0,4299.02530385123
2014-10-09,4704.14235455932,3144.0973908948363,5237.8941075830035,4704.14235455932,4704.14235455932,-509.9248753423372,-509.9248753423372,-509.9248753423372,-309.08930614769304,-309.08930614769304,-309.08930614769304,-200.8355691946442,-200.8355691946442,-200.8355691946442,0.0,0.0,0.0,4194.217479216983
2014-10-10,4704.043393704567,3317.685672842279,5514.5810319963,4704.043393704567,4704.043393704567,-273.8574714803792,-273.8574714803792,-273.8574714803792,-54.52855513612867,-54.52855513612867,-54.52855513612867,-219.32891634425053,-219.32891634425053,-219.32891634425053,0.0,0.0,0.0,4430.185922224188
2014-10-11,4703.944432849815,3543.3741055467412,5670.701915209686,4703.944432849815,4703.944432849815,-89.7168993677193,-89.7168993677193,-89.7168993677193,150.70369944180337,150.70369944180337,150.70369944180337,-240.42059880952266,-240.42059880952266,-240.42059880952266,0.0,0.0,0.0,4614.227533482095
2014-10-13,4703.746511140311,3764.4169541311016,5886.529250311637,4703.746511140311,4703.746511140311,100.38269131596158,100.38269131596158,100.38269131596158,387.9292705718919,387.9292705718919,387.9292705718919,-287.5465792559303,-287.5465792559303,-287.5465792559303,0.0,0.0,0.0,4804.129202456273
2014-10-14,4703.647550285558,3216.2936884104524,5403.995658108474,4703.647550285558,4703.647550285558,-414.7117262986404,-414.7117262986404,-414.7117262986404,-102.66917574111493,-102.66917574111493,-102.66917574111493,-312.0425505575254,-312.0425505575254,-312.0425505575254,0.0,0.0,0.0,4288.935823986918
2014-10-15,4703.548589430807,3068.9617636050034,5345.804921768822,4703.548589430807,4703.548589430807,-555.7490240168964,-555.7490240168964,-555.7490240168964,-219.64733846863533,-219.64733846863533,-219.64733846863533,-336.101685548261,-336.101685548261,-336.101685548261,0.0,0.0,0.0,4147.79956541391
2014-10-16,4703.449628576054,2986.0097694991896,5170.183152134907,4703.449628576054,4703.449628576054,-668.0263544848923,-668.0263544848923,-668.0263544848923,-309.0893061473806,-309.0893061473806,-309.0893061473806,-358.9370483375118,-358.9370483375118,-358.9370483375118,0.0,0.0,0.0,4035.423274091162
2014-10-17,4703.350667721302,3175.9511223978916,5382.794107003909,4703.350667721302,4703.350667721302,-434.3215602814234,-434.3215602814234,-434.3215602814234,-54.52855513737159,-54.52855513737159,-54.52855513737159,-379.79300514405185,-379.79300514405185,-379.79300514405185,0.0,0.0,0.0,4269.029107439878
2014-10-18,4703.251706866549,3367.8142671607457,5512.520603681417,4703.251706866549,4703.251706866549,-247.26188305878432,-247.26188305878432,-247.26188305878432,150.70369944108865,150.70369944108865,150.70369944108865,-397.965582499873,-397.965582499873,-397.965582499873,0.0,0.0,0.0,4455.989823807765
2014-10-20,4703.053785157045,3592.333573911314,5671.749674209816,4703.053785157045,4703.053785157045,-35.88499831533461,-35.88499831533461,-35.88499831533461,387.9292705718415,387.9292705718415,387.9292705718415,-423.8142688871761,-423.8142688871761,-423.8142688871761,0.0,0.0,0.0,4667.16878684171
2014-10-21,4702.954824302293,3065.182143449528,5203.862923854826,4702.954824302293,4702.954824302293,-533.1692273529994,-533.1692273529994,-533.1692273529994,-102.66917574156523,-102.66917574156523,-102.66917574156523,-430.5000516114342,-430.5000516114342,-430.5000516114342,0.0,0.0,0.0,4169.785596949293
2014-10-22,4702.85586344754,2944.0580726208304,5126.870205938017,4702.85586344754,4702.85586344754,-652.1948875216045,-652.1948875216045,-652.1948875216045,-219.64733846887427,-219.64733846887427,-219.64733846887427,-432.5475490527304,-432.5475490527304,-432.5475490527304,0.0,0.0,0.0,4050.660975925936
2014-10-23,4702.756902592789,2859.5160597450954,5054.767731096078,4702.756902592789,4702.756902592789,-738.8361923716836,-738.8361923716836,-738.8361923716836,-309.089306147458,-309.089306147458,-309.089306147458,-429.7468862242257,-429.7468862242257,-429.7468862242257,0.0,0.0,0.0,3963.920710221105
2014-10-24,4702.65794128902,3209.614913836649,5316.944415841238,4702.65794128902,4702.65794128902,-476.54261675497474,-476.54261675497474,-476.54261675497474,-54.528555136604055,-54.528555136604055,-54.528555136604055,-422.0140616183707,-422.0140616183707,-422.0140616183707,0.0,0.0,0.0,4226.115324534045
2014-10-25,4702.558979985251,3389.330075124176,5551.135253418505,4702.558979985251,4702.558979985251,-258.68817468281725,-258.68817468281725,-258.68817468281725,150.70369944134433,150.70369944134433,150.70369944134433,-409.3918741241616,-409.3918741241616,-409.3918741241616,0.0,0.0,0.0,4443.870805302434
2014-10-27,4702.361057377713,3660.9221625450186,5705.783749632728,4702.361057377713,4702.361057377713,17.66506154431751,17.66506154431751,17.66506154431751,387.92927057179116,387.92927057179116,387.92927057179116,-370.26420902747367,-370.26420902747367,-370.26420902747367,0.0,0.0,0.0,4720.026118922031
